"items__track","items__episode__episodeName","items__episode__showName","items__episode__episodeUri","name","lastModifiedDate","items__track__trackName","items__track__artistName","items__track__albumName","items__track__trackUri","items__episode","items__audiobook","items__localTrack","items__addedDate","description","numberOfFollowers"
"","","","","","","Forever","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","spotify:track:12OLyHDxt6dqlAybSPFBK3","null","null","null","2024-03-24","",""
"","","","","","","If the World Was Ending (feat. Julia Michaels)","JP Saxe","Dangerous Levels of Introspection","spotify:track:77MdvMx9L4ZQuLhhn3o21h","null","null","null","2024-03-24","",""
"","","","","","","All I Want","Kodaline","In A Perfect World","spotify:track:0NlGoUyOJSuSHmngoibVAs","null","null","null","2024-03-24","",""
"","","","","","","Welcome to Wonderland","Anson Seabra","Welcome to Wonderland","spotify:track:3JfHYZKy5JmE5Fv4gDTCiz","null","null","null","2024-03-24","",""
"","","","","","","If You Love Her","Forest Blakk","If You Love Her","spotify:track:727Z2S2mtNH46CbP9EWPwY","null","null","null","2024-03-26","",""
"","","","","","","Falling Like The Stars","James Arthur","YOU","spotify:track:395KzBy0bkb57dEvg6cfzJ","null","null","null","2024-03-26","",""
"","","","","","","Hold Me While You Wait","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","spotify:track:60iSKGrGazRzICtMjADNSM","null","null","null","2024-03-26","",""
"","","","","","","Be Alright","Dean Lewis","A Place We Knew","spotify:track:5qrSlOut2rNAWv3ubArkNy","null","null","null","2024-03-26","",""
"","","","","","","You Are The Reason","Calum Scott","Only Human","spotify:track:69vToJ9BMbbLlFZo7k7A7B","null","null","null","2024-03-26","",""
"","","","","","","Put A Little Love On Me","Niall Horan","Heartbreak Weather","spotify:track:7LyBwug9tJgbaEzRCqtY78","null","null","null","2024-03-26","",""
"","","","","","","Say You Won't Let Go","James Arthur","Back from the Edge","spotify:track:5uCax9HTNlzGybIStD3vDh","null","null","null","2024-03-26","",""
"","","","","","","Dancing On My Own","Calum Scott","Only Human","spotify:track:2BOqDYLOJBiMOXShCV1neZ","null","null","null","2024-03-26","",""
"","","","","","","Someone You Loved","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","spotify:track:7qEHsqek33rTcFNT9PFqLf","null","null","null","2024-03-26","",""
"","","","","","","Love Someone","Lukas Graham","3 (The Purple Album)","spotify:track:0OCRwXbQRdOZ1OtB4Imsp1","null","null","null","2024-03-26","",""
"","","","","","","Photograph","Ed Sheeran","x","spotify:track:6fxVffaTuwjgEk5h9QyRjy","null","null","null","2024-03-26","",""
"","","","","","","Fix You","Coldplay","X&Y","spotify:track:7LVHVU3tWfcxj5aiPFEW4Q","null","null","null","2024-03-26","",""
"","","","","","","Kho Gaye Hum Kahan","Jasleen Royal","Baar Baar Dekho","spotify:track:7nPCAO0Q9AHbM7PWyj9O98","null","null","null","2024-04-01","",""
"","","","","^_^","2023-08-14","Seven (feat. Latto)","Jung Kook","Seven (feat. Latto)","spotify:track:7x9aauaA9cu6tyfpHnqDLo","null","null","null","2023-07-27","null","0"
"","","","","","","Super Shy","NewJeans","NewJeans 'Super Shy'","spotify:track:5sdQOyqq2IDhvmx2lHOpwd","null","null","null","2023-07-27","",""
"","","","","","","vampire","Olivia Rodrigo","vampire","spotify:track:3k79jB4aGmMDUQzEwa46Rz","null","null","null","2023-07-27","",""
"","","","","","","One and Only","ENHYPEN","One and Only","spotify:track:7dDY45rR3idfeCypFDrk0G","null","null","null","2023-07-27","",""
"","","","","","","Serenade","BOYNEXTDOOR","WHO!","spotify:track:0mJohf6KCgFeCWbMBAS8RL","null","null","null","2023-07-27","",""
"","","","","","","Kimi No Toriko","Censored X","Kimi No Toriko","spotify:track:6FUqfX9d3qFg3JakEHPGO4","null","null","null","2023-07-27","",""
"","","","","","","Cupid - Twin Ver.","FIFTY FIFTY","The Beginning: Cupid","spotify:track:7FbrGaHYVDmfr7KoLIZnQ7","null","null","null","2023-07-28","",""
"","","","","","","Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long / FAST X Soundtrack)","JVKE","Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long / FAST X Soundtrack)","spotify:track:0ApadYqa3GRQkJJ3E7pQDJ","null","null","null","2023-07-28","",""
"","","","","","","Still With You","Jung Kook","Still With You","spotify:track:0eFMbKCRw8KByXyWBw8WO7","null","null","null","2023-07-31","",""
"","","","","","","Do It Like That","TOMORROW X TOGETHER","Do It Like That","spotify:track:7kaFsQygyiCqRboWCXztxZ","null","null","null","2023-07-31","",""
"","","","","","","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version","Jimin","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)","spotify:track:5qyjy0xfsHNzWxvXkHVB85","null","null","null","2023-07-31","",""
"","","","","","","I DO","(G)I-DLE","I DO","spotify:track:6SePnvTZkIXZznc8Ftc6vM","null","null","null","2023-08-04","",""
"","","","","","","Eve, Psyche & the Bluebeard’s wife (English Ver.)","LE SSERAFIM","Eve, Psyche & the Bluebeard’s wife (English Ver.)","spotify:track:1xaLyNaaZC3i5tmaDAWP76","null","null","null","2023-08-04","",""
"","","","","","","Antariksh","Anuv Jain","Antariksh","spotify:track:3JJtci5fSMdxYCVoHRHX2h","null","null","null","2023-08-04","",""
"","","","","","","What If","Cody Fry","What If","spotify:track:1ENH0YTu0OiRykq00M9Z0c","null","null","null","2023-08-13","",""
"","","","","","","Perfect","One Direction","Made In The A.M.","spotify:track:3NLnwwAQbbFKcEcV8hDItk","null","null","null","2023-08-13","",""
"","","","","","","Not Another Song About Love","Hollywood Ending","Anywhere - EP","spotify:track:3Ar4cp3V0SeWXEuRelC86p","null","null","null","2023-08-13","",""
"","","","","","","this is what falling in love feels like","JVKE","this is what ____ feels like (Vol. 1-4)","spotify:track:2PWTZV5znjLtZC5T1EVJvL","null","null","null","2023-08-13","",""
"","","","","","","Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift","Fearless (Taylor's Version)","spotify:track:2CYVETnhM9aytqrazYYwrK","null","null","null","2023-08-13","",""
"","","","","","","Forever & Again","The Kid LAROI","Barbie The Album","spotify:track:2pdbNPIBRuAyspK97Blj0a","null","null","null","2023-08-13","",""
"","","","","","","Urike Urike","Sid Sriram","Urike Urike (From ""Hit 2"") - Single","spotify:track:7dT21sIYXtxJpIEBIdUSuu","null","null","null","2023-08-13","",""
"","","","","","","Ghost","Justin Bieber","Justice","spotify:track:6I3mqTwhRpn34SLVafSH7G","null","null","null","2023-08-13","",""
"","","","","","","Car Crash","eaJ","Car Crash","spotify:track:2tlJ22iQwiO1CWBQSma23n","null","null","null","2023-08-13","",""
"","","","","","","One Wrong Turn","Alec Benjamin","(Un)Commentary","spotify:track:73FhIADopPC7cJQtvywr75","null","null","null","2023-08-13","",""
"","","","","","","I Don’t Think That I Like Her","Charlie Puth","CHARLIE","spotify:track:3iLBFgaQJ94iarMgzrTuWb","null","null","null","2023-08-13","",""
"","","","","","","I AM","IVE","I've IVE","spotify:track:70t7Q6AYG6ZgTYmJWcnkUM","null","null","null","2023-08-14","",""
"","","","","Cute","2024-02-08","Kimi No Toriko","Censored X","Kimi No Toriko","spotify:track:6FUqfX9d3qFg3JakEHPGO4","null","null","null","2023-06-16","null","0"
"","","","","","","SugarCrash!","ElyOtto","SugarCrash!","spotify:track:2ePtv8MlBO9nuuXABqAfEX","null","null","null","2023-06-16","",""
"","","","","","","Perfect","One Direction","Made In The A.M.","spotify:track:3NLnwwAQbbFKcEcV8hDItk","null","null","null","2023-06-16","",""
"","","","","","","Make You Mine","PUBLIC","Make You Mine","spotify:track:5iFwAOB2TFkPJk8sMlxP8g","null","null","null","2023-06-16","",""
"","","","","","","At My Worst","Pink Sweat$","PINK PLANET","spotify:track:00yCFRFQLu3OAhGahgVimh","null","null","null","2023-08-04","",""
"","","","","","","Blueberry Eyes (feat. SUGA of BTS)","MAX","Colour Vision","spotify:track:6sI8Q7TTJeA9exw6hxEqq3","null","null","null","2023-08-04","",""
"","","","","","","we made it.","david hugo","Blossom Hill","spotify:track:6IZcstDyHttGulqxPpY7xe","null","null","null","2023-08-04","",""
"","","","","","","Not Another Song About Love","Hollywood Ending","Anywhere - EP","spotify:track:3Ar4cp3V0SeWXEuRelC86p","null","null","null","2023-08-04","",""
"","","","","","","this is what falling in love feels like","JVKE","this is what ____ feels like (Vol. 1-4)","spotify:track:2PWTZV5znjLtZC5T1EVJvL","null","null","null","2023-08-04","",""
"","","","","","","last cup of coffee","LilyPichu","last cup of coffee","spotify:track:7iJAWmsQFzFv9ON8hqLk6h","null","null","null","2023-08-04","",""
"","","","","","","Fly Me to the Moon","Joytastic Sarah","Fly Me to the Moon","spotify:track:4RxyIfOAN8HsjBBoKKt0A4","null","null","null","2023-08-04","",""
"","","","","","","Ajab Si (From ""Om Shanti Om"")","KK","Zindagi Do Pal Ki - K.K. All Time Hits","spotify:track:2RgvvnMwtP0R2OkVZmFvnV","null","null","null","2023-08-24","",""
"","","","","","","Backyard Boy","Claire Rosinkranz","Backyard Boy","spotify:track:04F42oEuKrRComYJfJuyVR","null","null","null","2024-02-08","",""
"","","","",":D","2023-06-28","Can't Stop","Red Hot Chili Peppers","By the Way","spotify:track:3ZOEytgrvLwQaqXreDs2Jx","null","null","null","2023-04-29","null","0"
"","","","","","","You're Gonna Go Far, Kid","The Offspring","Rise And Fall, Rage And Grace","spotify:track:6TfBA04WJ3X1d1wXhaCFVT","null","null","null","2023-04-29","",""
"","","","","","","Mr. Brightside","The Killers","Hot Fuss","spotify:track:003vvx7Niy0yvhvHt4a68B","null","null","null","2023-04-29","",""
"","","","","","","Smooth Criminal","Alien Ant Farm","Anthology","spotify:track:5z6xHjCZr7a7AIcy8sPBKy","null","null","null","2023-04-29","",""
"","","","","","","The Diary of Jane - Single Version","Breaking Benjamin","Phobia","spotify:track:5pvJ59i7JxylN8VB24xdMs","null","null","null","2023-04-29","",""
"","","","","","","Dani California","Red Hot Chili Peppers","Stadium Arcadium","spotify:track:10Nmj3JCNoMeBQ87uw5j8k","null","null","null","2023-04-29","",""
"","","","","","","She Hates Me","Puddle Of Mudd","Come Clean","spotify:track:16DhvbuyvJob4Q9GHNYu2n","null","null","null","2023-04-29","",""
"","","","","","","Nolsey","Sorority Noise","Joy, Departed","spotify:track:0YIVLzPbPlZzo4Dsjl9wX5","null","null","null","2023-05-26","",""
"","","","","","","Somebody Told Me","The Killers","Hot Fuss","spotify:track:6PwjJ58I4t7Mae9xfZ9l9v","null","null","null","2023-05-26","",""
"","","","","","","Seven Nation Army","The White Stripes","Elephant","spotify:track:3dPQuX8Gs42Y7b454ybpMR","null","null","null","2023-05-26","",""
"","","","","","","Perfect","One Direction","Made In The A.M.","spotify:track:3NLnwwAQbbFKcEcV8hDItk","null","null","null","2023-06-28","",""
"","","","","♡","2023-04-27","Halka Halka (From ""Fanney Khan"")","Sunidhi Chauhan","Halka Halka (From ""Fanney Khan"")","spotify:track:44O26Gv1wQrlUj14PpTolM","null","null","null","2023-04-03","null","0"
"","","","","","","Fall Into Me","Forest Blakk","Every Little Detail","spotify:track:4YBWkwcT3PkxGof2vq5n34","null","null","null","2023-04-03","",""
"","","","","","","Maan Meri Jaan","King","Champagne Talk","spotify:track:1418IuVKQPTYqt7QNJ9RXN","null","null","null","2023-04-12","",""
"","","","","","","Style","Taylor Swift","1989","spotify:track:4lIxdJw6W3Fg4vUIYCB0S5","null","null","null","2023-04-12","",""
"","","","","","","It's Ok If You Forget Me","Astrid S","It's Ok If You Forget Me","spotify:track:312zSwwbPU7C3sTmro4Wx9","null","null","null","2023-04-12","",""
"","","","","","","this is what losing someone feels like","JVKE","this is what losing someone feels like","spotify:track:38tKvVe3iURKRFm5X50zLZ","null","null","null","2023-04-12","",""
"","","","","","","Imperfect love","SEVENTEEN","SEVENTEEN 9th Mini Album 'Attacca'","spotify:track:35jvwACXmrreYIEOAGc2Kr","null","null","null","2023-04-12","",""
"","","","","","","Light a Flame","SEVENTEEN","; [Semicolon]","spotify:track:2QeqvHnADmf2fN5sowptuO","null","null","null","2023-04-12","",""
"","","","","","","Paris","IZARO","Limones de Oro","spotify:track:4lIiacfu46dwEs5pqvLcY7","null","null","null","2023-04-18","",""
"","","","","","","Can't Take My Eyes off You","Frankie Valli","The Very Best of Frankie Valli & The 4 Seasons","spotify:track:6ft9PAgNOjmZ2kFVP7LGqb","null","null","null","2023-04-18","",""
"","","","","","","Until I Found You","Stephen Sanchez","Easy On My Eyes","spotify:track:6VhuP99TE6gYNQRJIlAWFD","null","null","null","2023-04-18","",""
"","","","","","","Off My Face","Justin Bieber","Justice","spotify:track:3T03rPwlL8NVk1yIaxeD8U","null","null","null","2023-04-18","",""
"","","","","","","golden hour","JVKE","this is what ____ feels like (Vol. 1-4)","spotify:track:5odlY52u43F5BjByhxg7wg","null","null","null","2023-04-18","",""
"","","","","","","i can't help it","JVKE","this is what ____ feels like (Vol. 1-4)","spotify:track:3F3roWqJPMtmLbPPl93bbR","null","null","null","2023-04-18","",""
"","","","","","","Teenage Dream","Stephen Dawes","Teenage Dream","spotify:track:3GWaFFi6TlPcZLYmCCHZ9O","null","null","null","2023-04-18","",""
"","","","","","","Christmas Tree","V","Our Beloved Summer (Original Television Soundtrack), Pt. 5","spotify:track:186NCtNk1tUYS7c2DxgJ7O","null","null","null","2023-04-18","",""
"","","","","","","Sick of You","Suriel Hess","Sick of You","spotify:track:1aDp8xY9kW41COJILd8fHZ","null","null","null","2023-04-18","",""
"","","","","","","double take","Dhruv","rapunzel","spotify:track:0QzuaeCEEOV40Pn7IvKEny","null","null","null","2023-04-18","",""
"","","","","","","this is what falling in love feels like","JVKE","this is what ____ feels like (Vol. 1-4)","spotify:track:2PWTZV5znjLtZC5T1EVJvL","null","null","null","2023-04-18","",""
"","","","","","","Cupid - Twin Ver.","FIFTY FIFTY","The Beginning: Cupid","spotify:track:7FbrGaHYVDmfr7KoLIZnQ7","null","null","null","2023-04-18","",""
"","","","","","","moon and back","JVKE","this is what ____ feels like (Vol. 1-4)","spotify:track:4228YpK0ZZuY4CZzBDVi3q","null","null","null","2023-04-27","",""
"","","","","","","Pano","Zack Tabudlo","Pano","spotify:track:08MFgEQeVLF37EyZ7jcwLc","null","null","null","2023-04-27","",""
"","","","","Mera mann","2023-04-04","Mera Mann Kehne Laga","Falak Shabbir","Nautanki Saala !","spotify:track:1niVgR76UPobOED5cXfADq","null","null","null","2023-04-03","null","0"
"","","","","","","Pee Loon (From ""Once Upon A Time In Mumbaai"")","Pritam","Brilliant Melodist Pritam","spotify:track:5pKh7avN31GpBe4JKhXKmF","null","null","null","2023-04-03","",""
"","","","","","","Subhanallah","Pritam","Yeh Jawaani Hai Deewani","spotify:track:0GQngE2rOYvlKwEQjTAsP8","null","null","null","2023-04-03","",""
"","","","","","","Ishq Sufiyana (Male)","Vishal-Shekhar","The Dirty Picture","spotify:track:5zcfnScTSFGCHGY1yeXWke","null","null","null","2023-04-03","",""
"","","","","","","Uff Teri Adaa","Shankar Mahadevan","Karthik Calling Karthik","spotify:track:0og9wKFGgFFNQnrBe7eisG","null","null","null","2023-04-03","",""
"","","","","","","Jaane Kyun (From ""Dostana"")","Vishal-Shekhar","Musical Bond: Vishal Shekhar & Anvita Dutt","spotify:track:3MNYXalwzhzSY3APoec6Nn","null","null","null","2023-04-03","",""
"","","","","","","Ishq Wala Love","Vishal-Shekhar","Student of the Year (Original Motion Picture Soundtrack)","spotify:track:1hQia6rxgfM1ly2hE3StWp","null","null","null","2023-04-03","",""
"","","","","","","Tera Hone Laga Hoon","Atif Aslam","Ajab Prem Ki Ghazab Kahani","spotify:track:0dLbrlAVPPjpPqnYfmJsWk","null","null","null","2023-04-03","",""
"","","","","","","Raat Bhar (From ""Heropanti"")","Arijit Singh","Groove With Arijit Singh","spotify:track:6s36KDFgCWW4lqDJ0njm7p","null","null","null","2023-04-03","",""
"","","","","","","Ik Vaari Aa (From ""Raabta"")","Pritam","Ik Vaari Aa (From ""Raabta"")","spotify:track:5lrA2NzUxmBjKr2tCZfMtl","null","null","null","2023-04-03","",""
"","","","","","","Raabta (Kehte Hain Khuda Ne)","Pritam","Agent Vinod","spotify:track:11PgL2XjsTBszhAPqttBJS","null","null","null","2023-04-03","",""
"","","","","","","Buddhu Sa Mann","Amaal Mallik","Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack)","spotify:track:1dxbiVeiV7nQ2V9qXnhJiB","null","null","null","2023-04-03","",""
"","","","","","","Halka Halka (From ""Fanney Khan"")","Sunidhi Chauhan","Halka Halka (From ""Fanney Khan"")","spotify:track:44O26Gv1wQrlUj14PpTolM","null","null","null","2023-04-03","",""
"","","","","","","Jab Koi Baat - Recreated","Atif Aslam","Jab Koi Baat - Recreated","spotify:track:43GfQ1SC17rBWiHkOtdwK8","null","null","null","2023-04-03","",""
"","","","","","","Challa","A.R. Rahman","Jab Tak Hai Jaan","spotify:track:6wXPV6dNRAhFavrRaCdMXT","null","null","null","2023-04-03","",""
"","","","","","","Nayan","Dhvani Bhanushali","Nayan","spotify:track:2KrrAi2smn5Fa7sy7TxrKg","null","null","null","2023-04-03","",""
"","","","","","","Tera Ghata","Gajendra Verma","Tera Ghata","spotify:track:0JBhoxPKHJc1ZeJrjSt0VO","null","null","null","2023-04-03","",""
"","","","","","","Paniyon Sa","Rochak Kohli","Paniyon Sa (From ""Satyameva Jayate"")","spotify:track:2si0ZNx4yRbggTvrIom8A2","null","null","null","2023-04-03","",""
"","","","","","","Kesariya","Pritam","Brahmastra","spotify:track:4UMIv5jd9gK98a39BQRD9X","null","null","null","2023-04-03","",""
"","","","","","","Hosanna","A.R. Rahman","Ekk Deewana Tha (Original Motion Picture Soundtrack)","spotify:track:5NChQ2tXB9q9D8kdkLTWOL","null","null","null","2023-04-04","",""
"","","","","","","Raabta","Pritam","Agent Vinod","spotify:track:6FjbAnaPRPwiP3sciEYctO","null","null","null","2023-04-04","",""
"","","","","","","Raabta (Title Track) [From ""Raabta""]","Pritam","Raabta (Title Track) [From ""Raabta""]","spotify:track:4e9dIemIXO8Tzg0k4aWujk","null","null","null","2023-04-04","",""
"","","","","","","Pehli Dafa","Atif Aslam","Pehli Dafa","spotify:track:4Tkb7zsDmsawB7S5TpKQV1","null","null","null","2023-04-04","",""
"","","","","","","Dildaara (Stand By Me)","Shafqat Amanat Ali","Ra-One","spotify:track:6ZoCBDOB308GqUdt2AJrV2","null","null","null","2023-04-04","",""
"","","","","","","Tu Jaane Na","Atif Aslam","Ajab Prem Ki Ghazab Kahani","spotify:track:4iFPsNzNV7V9KJgcOX7TEO","null","null","null","2023-04-04","",""
"","","","","","","Phir Kabhi (From ""M.S.Dhoni - The Untold Story"")","Arijit Singh","2016 Shining Star - Arijit Singh","spotify:track:77gskLti3ilCnuwlDq0m8j","null","null","null","2023-04-04","",""
"","","","","","","Ajab Si (From ""Om Shanti Om"")","KK","Zindagi Do Pal Ki - K.K. All Time Hits","spotify:track:2RgvvnMwtP0R2OkVZmFvnV","null","null","null","2023-04-04","",""
"","","","","this is what losing someone feels like","2024-07-03","this is what losing someone feels like","JVKE","this is what losing someone feels like","spotify:track:38tKvVe3iURKRFm5X50zLZ","null","null","null","2023-03-21","null","0"
"","","","","","","Don't Go Wasting Time","New Hope Club","Don't Go Wasting Time","spotify:track:7whiCi6fX2awaY0p2qYzzG","null","null","null","2023-03-21","",""
"","","","","","","MUST BE NICE","Ruel","4TH WALL","spotify:track:3odZpVahlTBsfmQ92e1xWb","null","null","null","2023-03-21","",""
"","","","","","","Glass on the Shelf","gnash","Glass on the Shelf","spotify:track:0coaS3vPUhouAAWWhZtXYx","null","null","null","2023-03-21","",""
"","","","","","","Sick of You","Suriel Hess","Sick of You","spotify:track:1aDp8xY9kW41COJILd8fHZ","null","null","null","2023-03-21","",""
"","","","","","","Deeper Than It Seems","Jace June","Deeper Than It Seems","spotify:track:1B0os1TYAHh0UdOVBpHvMR","null","null","null","2023-03-23","",""
"","","","","","","Underground","Cody Fry","Symphony Sessions","spotify:track:6bU3RDOTuXynFSx3xWSdKq","null","null","null","2023-04-02","",""
"","","","","","","Far Side of the World","Holden Miller","Far Side of the World","spotify:track:3MGpNC75JZVz3V2NAcIgg2","null","null","null","2023-04-17","",""
"","","","","","","internet crush","Jeremy Zucker","internet crush","spotify:track:4GISsjjHTA2UyM9DY4DNgY","null","null","null","2023-04-17","",""
"","","","","","","i'm not okay","JVKE","this is what ____ feels like (Vol. 1-4)","spotify:track:1fiSki9Yy5lekUUpV4mByo","null","null","null","2023-04-17","",""
"","","","","","","Please Notice","Christian Leave","Hope","spotify:track:36seMHoyXmLUNxcwzwjdF7","null","null","null","2023-04-17","",""
"","","","","","","Ghost Town","Benson Boone","Ghost Town","spotify:track:135Lf4Q0CzlMNfOxbEUsLH","null","null","null","2023-04-17","",""
"","","","","","","I Tried","Daniel Seavey","I Tried","spotify:track:4Dhic5lCf3U1nefagM5zwy","null","null","null","2023-04-17","",""
"","","","","Tired :/","2024-10-02","Deeper Than It Seems","Jace June","Deeper Than It Seems","spotify:track:1B0os1TYAHh0UdOVBpHvMR","null","null","null","2023-03-08","null","0"
"","","","","","","Sick of You","Suriel Hess","Sick of You","spotify:track:1aDp8xY9kW41COJILd8fHZ","null","null","null","2023-04-21","",""
"","","","","","","Somewhere Only We Know","rhianne","Somewhere Only We Know","spotify:track:50Q02S1ZY0hwbmHTMABuDC","null","null","null","2023-08-14","",""
"","","","","","","Until I Found You - Piano Version","Stephen Sanchez","Until I Found You","spotify:track:06vNG6CiV4k8oNA0wUUAO7","null","null","null","2023-08-14","",""
"","","","","","","Far Side of the World","Holden Miller","Far Side of the World","spotify:track:3MGpNC75JZVz3V2NAcIgg2","null","null","null","2023-08-14","",""
"","","","","","","death bed (coffee for your head)","Powfu","death bed (coffee for your head)","spotify:track:7eJMfftS33KTjuF7lTsMCx","null","null","null","2023-08-14","",""
"","","","","","","Wish You The Best","Lewis Capaldi","Broken By Desire To Be Heavenly Sent","spotify:track:3gdPwk2wyOXNRnTA1KXnEr","null","null","null","2023-08-29","",""
"","","","","","","this is what losing someone feels like","JVKE","this is what losing someone feels like","spotify:track:38tKvVe3iURKRFm5X50zLZ","null","null","null","2023-08-29","",""
"","","","","","","In The Stars","Benson Boone","In The Stars","spotify:track:1ei3hzQmrgealgRKFxIcWn","null","null","null","2023-08-29","",""
"","","","","","","Hard To Be Human","Anson Seabra","Hard To Be Human","spotify:track:3rhcTGF7AK0QsSzMmLVkqu","null","null","null","2023-08-29","",""
"","","","","","","Family Line","Conan Gray","Superache","spotify:track:0iNZGC211wst3VjtobNnC5","null","null","null","2023-08-29","",""
"","","","","","","fingers crossed","elijah woods","fingers crossed","spotify:track:7jb91qnNv2R1XdrICW4A0y","null","null","null","2023-09-02","",""
"","","","","","","Kasoor","Prateek Kuhad","Kasoor","spotify:track:08kTa3SL9sV6Iy8KLKtGql","null","null","null","2023-09-04","",""
"","","","","","","She's In The Rain","The Rose","Dawn","spotify:track:5Xp6Bx4Fy8LGoTX8xzBi00","null","null","null","2023-09-25","",""
"","","","","","","Like We Used To","The Rose","Void","spotify:track:2jKbt1weL6goM8AZXyoW6H","null","null","null","2023-09-25","",""
"","","","","","","She's In The Rain (Instrumental)","The Rose","Dawn","spotify:track:45Kjbss2xcQFs9fJvmfKTx","null","null","null","2023-09-25","",""
"","","","","","","Ghost Of You","5 Seconds of Summer","Youngblood","spotify:track:1MhXdlCQPnO56T57MfmaRm","null","null","null","2023-09-25","",""
"","","","","","","this is what heartbreak feels like","JVKE","this is what ____ feels like (Vol. 1-4)","spotify:track:4RxdAzEmkPXTiIU6ULLoXh","null","null","null","2023-09-25","",""
"","","","","","","Body","Jordan Suaste","Body","spotify:track:6wQgV6ZYt1snXyQV69mGT4","null","null","null","2023-10-10","",""
"","","","","","","Fat Funny Friend","Maddie Zahm","Fat Funny Friend","spotify:track:7z3NjKBqjv3d1ykXCFQxaT","null","null","null","2023-10-10","",""
"","","","","","","Forever & Again","The Kid LAROI","Barbie The Album","spotify:track:2pdbNPIBRuAyspK97Blj0a","null","null","null","2023-10-10","",""
"","","","","","","dying on the inside","Nessa Barrett","dying on the inside","spotify:track:6h1s7cKnUtsbRpE5bwnUTf","null","null","null","2023-10-10","",""
"","","","","","","stars","Arash Buana","stars","spotify:track:0QJE4JjS8oXrWIeLZXIroX","null","null","null","2023-10-30","",""
"","","","","","","perfume","mehro","SKY ON FIRE","spotify:track:1kvkYrjZh561EJwERr8EsK","null","null","null","2024-09-30","",""
"","","","","","","Locket","John Michael Howell","Biggest *Sounding Songs","spotify:track:7tvjNYs40o1Sy0Oje3c21O","null","null","null","2024-10-02","",""
"","","","","^","2023-06-02","Dos Oruguitas","Sebastian Yatra","Encanto","spotify:track:5rohUzwEoRsUvAA1Bf3DLo","null","null","null","2023-02-19","null","0"
"","","","","","","kirari futari","mamerico","minuscule","spotify:track:46UOLl4VYcYwAqsbJlYog5","null","null","null","2023-02-19","",""
"","","","","","","Paris in the Rain","Lauv","I met you when I was 18.","spotify:track:41CgzGD7xlgnJe14R4cqkL","null","null","null","2023-02-19","",""
"","","","","","","Dancing in My Room","347aidan","Dancing in My Room","spotify:track:6Pgmqg15yVexuOgtzuxwoX","null","null","null","2023-02-19","",""
"","","","","","","Bertaut","Nadin Amizah","Selamat Ulang Tahun","spotify:track:630DpnzdfjdVqv2yLfPbAX","null","null","null","2023-02-19","",""
"","","","","","","bandaids","keshi","bandaids","spotify:track:2ZP85Jq4K27V6WWVXfINSR","null","null","null","2023-02-19","",""
"","","","","","","Paragraphs","Luke Chiang","Paragraphs","spotify:track:4kEhwajTV4psTYa9FaWwac","null","null","null","2023-02-19","",""
"","","","","","","Heartbreak Anniversary","Giveon","TAKE TIME","spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp","null","null","null","2023-02-19","",""
"","","","","","","pajamas","gnash","we","spotify:track:7jR5gaq7wgmZU4DguTeeOc","null","null","null","2023-02-19","",""
"","","","","","","always, i'll care","Jeremy Zucker","love is not dying","spotify:track:0rbKrBvZUYY9GN9l057BuY","null","null","null","2023-03-03","",""
"","","","","","","At My Worst","Pink Sweat$","PINK PLANET","spotify:track:2MJz8BxxMsERULatmBikDH","null","null","null","2023-03-03","",""
"","","","","","","Let's Fall in Love for the Night","FINNEAS","Blood Harmony","spotify:track:6I0KEvFfWszVJiCy5hum4V","null","null","null","2023-03-03","",""
"","","","","","","double take","Dhruv","rapunzel","spotify:track:0QzuaeCEEOV40Pn7IvKEny","null","null","null","2023-03-03","",""
"","","","","Coco ♡","2022-12-04","Who Says","Selena Gomez & The Scene","When The Sun Goes Down","spotify:track:3TcL0dyCMyr0kyTTc4NLgI","null","null","null","2022-12-04","null","1"
"","","","","","","Have It All","Jason Mraz","Know.","spotify:track:7BXW1QCg56yzEBV8pW8pah","null","null","null","2022-12-04","",""
"","","","","","","Count Me In","Cast - Liv and Maddie","Liv and Maddie","spotify:track:10fVu7S4wYUG82dfEnRktg","null","null","null","2022-12-04","",""
"","","","","","","golden hour","JVKE","golden hour","spotify:track:6GD1eomgaGT1Epto6Q5eAo","null","null","null","2022-12-04","",""
"","","","","","","Count on Me","Bruno Mars","Doo-Wops & Hooligans","spotify:track:7l1qvxWjxcKpB9PCtBuTbU","null","null","null","2022-12-04","",""
"","","","","","","Strong","One Direction","Midnight Memories (Deluxe)","spotify:track:3cKM7UXBZmgjEgEBTkaIlU","null","null","null","2022-12-04","",""
"","","","","","","We'll Be The Stars","Sabrina Carpenter","Eyes Wide Open","spotify:track:7lqkNvVxJdYDCSAwSJNzHs","null","null","null","2022-12-04","",""
